Title,Headline,Description,Chronicle Type,Author,Type,Date,URL,Publication,Highlight,Pull Quote Long,Pull Quote Short,Video Link,Events Database,Date_Format,Airtable Event Record ID,mw_Press_Headline,mw_Press_Description,mw_Press_Pull_Quote_Long,mw_Press_Pull_Quote_Short,my_Press_Author,mw_Press_Type,mw_Press_Date,mw_Press_URL,mw_Press_Publication,mw_Press_Video_Link,mw_Press_Event_Name,mw_Press_Airtable_Event_Record_ID,mw_Press_Highlight,Event Name Format (from Events Database),Autonumber
Press:191,Checking In: Tara Bhattacharya Stages Interference Fest – Women Making Noise 2020,Sound artist and festival curator promotes the creative class,MUSIC POST,Raoul Hernandez,Article,2020-12-04,https://www.austinchronicle.com/daily/music/2020-12-04/checking-in-tara-bhattacharya-stages-interference-fest-women-making-noise-2020/,Austin Chronicle,,"At the end of February, I booked a really great presentation at the Museum of Human Achievement for Ian Nagoski of Canary Records, who taught us about the musical history of Eastern European diasporas in New York City during the early 20th Century. I was also booked to play an amazing showcase on March 22 at the Carpenter Hotel during SXSW that featured Carl Stone as the headliner. If people know anything about electronic music, well, that guy’s a god!
",,,,2020-12-04,,Checking In: Tara Bhattacharya Stages Interference Fest – Women Making Noise 2020,Sound artist and festival curator promotes the creative class,"At the end of February, I booked a really great presentation at the Museum of Human Achievement for Ian Nagoski of Canary Records, who taught us about the musical history of Eastern European diasporas in New York City during the early 20th Century. I was also booked to play an amazing showcase on March 22 at the Carpenter Hotel during SXSW that featured Carl Stone as the headliner. If people know anything about electronic music, well, that guy’s a god!
",,Raoul Hernandez,Article,2020-12-03,https://www.austinchronicle.com/daily/music/2020-12-04/checking-in-tara-bhattacharya-stages-interference-fest-women-making-noise-2020/,Austin Chronicle,,,,,,191
Press:192,"United Way, Austin Community Foundation give $3.5 million in final ...","Texas Folklife Resources, Inc. The Abiding Glory Tabernacle. The Austin Ed Fund. The Junior League of Austin. The Museum of Human Achievement.",,,Article,2020-12-08,https://www.statesman.com/story/news/2020/12/08/united-way-austin-community-foundation-give-3-5-million-final-all-together-atx-grants/6494329002/,Statesmen,,,,,,2020-12-08,,"United Way, Austin Community Foundation give $3.5 million in final ...","Texas Folklife Resources, Inc. The Abiding Glory Tabernacle. The Austin Ed Fund. The Junior League of Austin. The Museum of Human Achievement.",,,,Article,2020-12-07,https://www.statesman.com/story/news/2020/12/08/united-way-austin-community-foundation-give-3-5-million-final-all-together-atx-grants/6494329002/,Statesmen,,,,,,192
Press:193,Andie Flores Makes Little Ugly Goblin Evil-Doers Beautiful ...,She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her.,,,Article,2021-01-09,https://www.sightlinesmag.org/andie-flores-makes-little-ugly-goblin-evil-doers-beautiful,Sightlines,checked,"Instead Flores has taken time to play in her work without an expectation of a result. She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her. Sometimes that’s a video, sometimes a photo.
","Instead Flores has taken time to play in her work without an expectation of a result. She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her.
",,,2021-01-09,,Andie Flores Makes Little Ugly Goblin Evil-Doers Beautiful ...,She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her.,"Instead Flores has taken time to play in her work without an expectation of a result. She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her. Sometimes that’s a video, sometimes a photo.
","Instead Flores has taken time to play in her work without an expectation of a result. She maintains a small studio space at the Museum of Human Achievement and has been using it to explore and make what appeals to her.
",,Article,2021-01-08,https://www.sightlinesmag.org/andie-flores-makes-little-ugly-goblin-evil-doers-beautiful,Sightlines,,,,1,,193
Press:194,staycation iv: (un)promised potential ,staycation iv: (un)promised potential,,,Article,2021-01-28,https://glasstire.com/events/2021/01/28/staycation-iv-unpromised-potential/,Glasstire,,,,,,2021-01-28,,staycation iv: (un)promised potential ,staycation iv: (un)promised potential,,,,Article,2021-01-27,https://glasstire.com/events/2021/01/28/staycation-iv-unpromised-potential/,Glasstire,,,,,,194
Press:195,"Coming to a campsite near Austin, a pop-up exhibition in a pop-up ...","Later this fall, Vanderbeek will stage the show again Nov. 20 and 21 at the Museum of Human Achievement on Springdale Road as part of the Austin ",,,Article,2021-08-19,https://www.sightlinesmag.org/coming-to-a-campsite-near-austin-a-pop-up-exhibition-in-a-pop-up-camper,Sightlines,,"Later this fall, Vanderbeek will stage the show again Nov. 20 and 21 at the Museum of Human Achievement on Springdale Road as part of the Austin Studio Tour.
",,,,2021-08-19,,"Coming to a campsite near Austin, a pop-up exhibition in a pop-up ...","Later this fall, Vanderbeek will stage the show again Nov. 20 and 21 at the Museum of Human Achievement on Springdale Road as part of the Austin ","Later this fall, Vanderbeek will stage the show again Nov. 20 and 21 at the Museum of Human Achievement on Springdale Road as part of the Austin Studio Tour.
",,,Article,2021-08-18,https://www.sightlinesmag.org/coming-to-a-campsite-near-austin-a-pop-up-exhibition-in-a-pop-up-camper,Sightlines,,,,,,195
Press:196,Christmas Carol 2060: Tanline Steamroller at the Museum of Human ,Christmas Carol 2060: Tanline Steamroller at the Museum of Human,,William Sarradet,Review,2021-12-21,https://glasstire.com/2021/12/21/christmas-carol-2060-tanline-steamroller-at-the-museum-of-human-achievement/,Glasstire,checked,"Finally, Ash admits that he has seen the error of his ways, and he will be rescinding his purchase of the Museum of Human Achievement. In celebration of their renewed occupancy on their art warehouse, Graves and Harris ask attendees to write down a resolution of sorts on a piece of paper, to be revisited next year. Everyone in the audience passes along the things they hope to achieve. Perhaps we’ll all be in the same seat again when we pass around the sun once more, ready to share our successes.
","Finally, Ash admits that he has seen the error of his ways, and he will be rescinding his purchase of the Museum of Human Achievement. In celebration of their renewed occupancy on their art warehouse, Graves and Harris ask attendees to write down a resolution of sorts on a piece of paper, to be revisited next year. Everyone in the audience passes along the things they hope to achieve. Perhaps we’ll all be in the same seat again when we pass around the sun once more, ready to share our successes.",,Tanline Steamroller,2021-12-21,recBUVPKtEyB2jtnZ,Christmas Carol 2060: Tanline Steamroller at the Museum of Human ,Christmas Carol 2060: Tanline Steamroller at the Museum of Human,"Finally, Ash admits that he has seen the error of his ways, and he will be rescinding his purchase of the Museum of Human Achievement. In celebration of their renewed occupancy on their art warehouse, Graves and Harris ask attendees to write down a resolution of sorts on a piece of paper, to be revisited next year. Everyone in the audience passes along the things they hope to achieve. Perhaps we’ll all be in the same seat again when we pass around the sun once more, ready to share our successes.
","Finally, Ash admits that he has seen the error of his ways, and he will be rescinding his purchase of the Museum of Human Achievement. In celebration of their renewed occupancy on their art warehouse, Graves and Harris ask attendees to write down a resolution of sorts on a piece of paper, to be revisited next year. Everyone in the audience passes along the things they hope to achieve. Perhaps we’ll all be in the same seat again when we pass around the sun once more, ready to share our successes.",William Sarradet,Review,2021-12-20,https://glasstire.com/2021/12/21/christmas-carol-2060-tanline-steamroller-at-the-museum-of-human-achievement/,Glasstire,,Tanline Steamroller,recBUVPKtEyB2jtnZ,1,Tanline Steamroller,196
Press:198,Fifteen Texas-based Organizations Receive Grants from the Mid ,Fifteen Texas-based Organizations Receive Grants from the Mid,,,Article,2022-01-26,https://glasstire.com/2022/01/26/fifteen-texas-based-organizations-receive-grants-from-the-mid-america-arts-alliance/,Glasstire,,,,,,2022-01-26,,Fifteen Texas-based Organizations Receive Grants from the Mid ,Fifteen Texas-based Organizations Receive Grants from the Mid,,,,Article,2022-01-25,https://glasstire.com/2022/01/26/fifteen-texas-based-organizations-receive-grants-from-the-mid-america-arts-alliance/,Glasstire,,,,,,198
Press:199,taylor barnes: Holding On to Elsewhere ,taylor barnes: Holding On to Elsewhere,,,Listing,2022-03-01,https://glasstire.com/events/2022/03/01/taylor-barnes-holding-on-to-elsewhere/,Glasstire,,,,,"""Cage Match Project, Round XIV: (un)box by taylor barnes""",2022-03-01,recoTq0C8yEMb0Q3A,taylor barnes: Holding On to Elsewhere ,taylor barnes: Holding On to Elsewhere,,,,Listing,2022-02-28,https://glasstire.com/events/2022/03/01/taylor-barnes-holding-on-to-elsewhere/,Glasstire,,"Cage Match Project, Round XIV: (un)box by taylor barnes",recoTq0C8yEMb0Q3A,,"Cage Match Project, Round XIV: (un)box by taylor barnes",199
Press:200,Fusebox Festival 2020 brings a world of art to Austin in person,at the Museum of Human Achievement. Those are just a few of the dozens of breakthrough artists that one can encounter at this festival that ,,,Article,2022-03-05,https://www.austin360.com/story/entertainment/arts/2022/03/05/fusebox-festival-2020-brings-world-art-austin-person/9351290002/,Statesmen,,,,,,2022-03-05,,Fusebox Festival 2020 brings a world of art to Austin in person,at the Museum of Human Achievement. Those are just a few of the dozens of breakthrough artists that one can encounter at this festival that ,,,,Article,2022-03-04,https://www.austin360.com/story/entertainment/arts/2022/03/05/fusebox-festival-2020-brings-world-art-austin-person/9351290002/,Statesmen,,,,,,200
Press:201,Tailgate Projects: Prime Specimens ,Tailgate Projects: Prime Specimens,,,Article,2022-04-05,https://glasstire.com/events/2022/04/05/tailgate-projects-prime-specimens/,Glasstire,,,,,,2022-04-05,,Tailgate Projects: Prime Specimens ,Tailgate Projects: Prime Specimens,,,,Article,2022-04-04,https://glasstire.com/events/2022/04/05/tailgate-projects-prime-specimens/,Glasstire,,,,,,201
Press:202,"Fusebox's Celebration of Avant-Garde Arts Is Still Free, Still Free-Spirited","Fest brings together Christeene, Golden Hornet, and Dexter",ARTS FEATURE,Wayne Alan Brenner,Article,2022-04-08,https://www.austinchronicle.com/arts/2022-04-08/fuseboxs-celebration-of-avant-garde-arts-is-still-free-still-free-spirited/,Austin Chronicle,,"The Future Solitude dance performances at the Long Center, curated by Kenyon Adams and featuring New York's Kayla Farrish, Tajah Fraley, and Vinson Fraley. ""You are clearly in perversion,"" the debut collab of L.A.-based multidisciplinary artist Dorian Wood and Austin's own Thor Harris that will thunder to life at the Museum of Human Achievement. The all-local ""It's NOT"" Fair supergallery exhibition at Distribution Hall on East Fourth. Robin Frohardt's immersive Plastic Bag Store that's completely taken over the Blue Genie Art Bazaar on Airport.
",,,You are clearly in perversion,2022-04-08,recTzw88KbzRHmOdW,"Fusebox's Celebration of Avant-Garde Arts Is Still Free, Still Free-Spirited","Fest brings together Christeene, Golden Hornet, and Dexter","The Future Solitude dance performances at the Long Center, curated by Kenyon Adams and featuring New York's Kayla Farrish, Tajah Fraley, and Vinson Fraley. ""You are clearly in perversion,"" the debut collab of L.A.-based multidisciplinary artist Dorian Wood and Austin's own Thor Harris that will thunder to life at the Museum of Human Achievement. The all-local ""It's NOT"" Fair supergallery exhibition at Distribution Hall on East Fourth. Robin Frohardt's immersive Plastic Bag Store that's completely taken over the Blue Genie Art Bazaar on Airport.
",,Wayne Alan Brenner,Article,2022-04-07,https://www.austinchronicle.com/arts/2022-04-08/fuseboxs-celebration-of-avant-garde-arts-is-still-free-still-free-spirited/,Austin Chronicle,,You are clearly in perversion,recTzw88KbzRHmOdW,,You are clearly in perversion,202
Press:203,Five Things to Experience at Fusebox Festival,The return of the avant garde and experimental drama and artextravaganza,ARTS FEATURE,Wayne Alan Brenner,Article,2022-04-08,https://www.austinchronicle.com/arts/2022-04-08/five-things-to-experience-at-fusebox-festival/,Austin Chronicle,,"Not like you need another excuse to check out Fusebox's lively festival hub, but here Michael Anthony Garcia has curated up a playful take on the idea of art fairs and booths, representing eight of the important galleries and collectives in our graphically fierce city. Presented as a sci-fi alien menagerie collection of artworks that embody the essence of each venue, this show of shows features installations from Big Medium, Black Mountain Project, Co-Lab Projects, grayDUCK Gallery, ICOSA, Ivester Contemporary, MASS Gallery, and the Museum of Human Achievement.
",,,"Curses,The APD Decruitment Initiative",2022-04-08,"recJqqtQOOs78lPiD, recMxjoRHycDXZJk0",Five Things to Experience at Fusebox Festival,The return of the avant garde and experimental drama and artextravaganza,"Not like you need another excuse to check out Fusebox's lively festival hub, but here Michael Anthony Garcia has curated up a playful take on the idea of art fairs and booths, representing eight of the important galleries and collectives in our graphically fierce city. Presented as a sci-fi alien menagerie collection of artworks that embody the essence of each venue, this show of shows features installations from Big Medium, Black Mountain Project, Co-Lab Projects, grayDUCK Gallery, ICOSA, Ivester Contemporary, MASS Gallery, and the Museum of Human Achievement.
",,Wayne Alan Brenner,Article,2022-04-07,https://www.austinchronicle.com/arts/2022-04-08/five-things-to-experience-at-fusebox-festival/,Austin Chronicle,,Curses; The APD Decruitment Initiative,recJqqtQOOs78lPiD; recMxjoRHycDXZJk0,,Curses; The APD Decruitment Initiative,203
Press:204,Five Things to Experience at Fusebox Festival,Defeat your FOMO with these top picks from the free and fantastic arts festival,ARTS COLUMN,Wayne Alan Brenner,Article,2022-04-15,https://www.austinchronicle.com/arts/2022-04-15/five-things-to-experience-at-fusebox-festival/,Austin Chronicle,,"This is the first collaboration between L.A.-based artist Dorian Wood and Austin-based Thor Harris, resulting in a ritualistic spectacle that unites Wood's powerful vocalizations and Harris' dynamic percussion in what we reckon will be another unforgettable performance at the epicenter of many memorable events: the Museum of Human Achievement.",,,You are clearly in perversion,2022-04-15,recTzw88KbzRHmOdW,Five Things to Experience at Fusebox Festival,Defeat your FOMO with these top picks from the free and fantastic arts festival,"This is the first collaboration between L.A.-based artist Dorian Wood and Austin-based Thor Harris, resulting in a ritualistic spectacle that unites Wood's powerful vocalizations and Harris' dynamic percussion in what we reckon will be another unforgettable performance at the epicenter of many memorable events: the Museum of Human Achievement.",,Wayne Alan Brenner,Article,2022-04-14,https://www.austinchronicle.com/arts/2022-04-15/five-things-to-experience-at-fusebox-festival/,Austin Chronicle,,You are clearly in perversion,recTzw88KbzRHmOdW,,You are clearly in perversion,204
Press:205,Elexus Pettigrew: Bible Study ,Elexus Pettigrew: Bible Study,,,Listing,2022-04-19,https://glasstire.com/events/2022/04/19/elexus-pettigrew-bible-study/,Glasstire,,"“In her Welcome to my Homepage projects, Elexus Pettigrew scratches at her relationship to Christianity and reflects on growing up as a closeted, Black, daughter of a preacher. When making the collage This Is America, she questioned if Black church is becoming more modern or returning to stereotypes of what Black congregants are supposed to be. For the video Bible Study, Pettigrew turned against her programming to not deface the bible, and instead followed a childhood urge to express herself on the pages. Speaking through the permanent marker, she responds to passages she battled with, letting memories guide her hand as she finds freedom where barriers once were. Footage from sermons and pop culture portrayals of Black church hover over the video like thoughtful recollections and pop-up windows that can’t be closed.”
",,,Elexus Pettigrew: Bible Study (Residency),2022-04-19,recV3w8h3n4jdtEfu,Elexus Pettigrew: Bible Study ,Elexus Pettigrew: Bible Study,"“In her Welcome to my Homepage projects, Elexus Pettigrew scratches at her relationship to Christianity and reflects on growing up as a closeted, Black, daughter of a preacher. When making the collage This Is America, she questioned if Black church is becoming more modern or returning to stereotypes of what Black congregants are supposed to be. For the video Bible Study, Pettigrew turned against her programming to not deface the bible, and instead followed a childhood urge to express herself on the pages. Speaking through the permanent marker, she responds to passages she battled with, letting memories guide her hand as she finds freedom where barriers once were. Footage from sermons and pop culture portrayals of Black church hover over the video like thoughtful recollections and pop-up windows that can’t be closed.”
",,,Listing,2022-04-18,https://glasstire.com/events/2022/04/19/elexus-pettigrew-bible-study/,Glasstire,,Elexus Pettigrew: Bible Study (Residency),recV3w8h3n4jdtEfu,,Elexus Pettigrew: Bible Study (Residency),205
Press:206,"Fusebox Festival 2022: The ""It's Not"" Fair ","Fusebox Festival 2022: The ""It's Not"" Fair",,William Sarradet,Review,2022-05-04,https://glasstire.com/2022/05/04/fusebox-festival-2022-the-its-not-fair/,Glasstire,,,,,"Curses,The APD Decruitment Initiative",2022-05-04,"recJqqtQOOs78lPiD, recMxjoRHycDXZJk0","Fusebox Festival 2022: The ""It's Not"" Fair ","Fusebox Festival 2022: The ""It's Not"" Fair",,,William Sarradet,Review,2022-05-03,https://glasstire.com/2022/05/04/fusebox-festival-2022-the-its-not-fair/,Glasstire,,Curses; The APD Decruitment Initiative,recJqqtQOOs78lPiD; recMxjoRHycDXZJk0,,Curses; The APD Decruitment Initiative,206
Press:207,"Qmmunity: Glam, Gore, and More","Fill your homosexual calendar with a b-day ball by House of Lepore, Hyperreal Film Club’s Aughts horror screening, and more.",COLUMN,James Scott,Article,2022-05-06,https://www.austinchronicle.com/columns/2022-05-06/qmmunity-glam-gore-and-more/,Austin Chronicle,,"On a more selfish note, your once and future editor boy has a little event of his own to toot about. This Friday, 8pm, I'll be at the Museum of Human Achievement giving a PowerPoint presentation on finding trans erotica as a part of indie game meetup Games Y'all. Come hear about me delving into the itch.io depths to find a short story about an FTM human domming a cis werewolf at a monster BDSM party and other sexy trans fictions.",,,Games Y'all (May 2022),2022-05-06,reclVy9dgHnqjAV0f,"Qmmunity: Glam, Gore, and More","Fill your homosexual calendar with a b-day ball by House of Lepore, Hyperreal Film Club’s Aughts horror screening, and more.","On a more selfish note, your once and future editor boy has a little event of his own to toot about. This Friday, 8pm, I'll be at the Museum of Human Achievement giving a PowerPoint presentation on finding trans erotica as a part of indie game meetup Games Y'all. Come hear about me delving into the itch.io depths to find a short story about an FTM human domming a cis werewolf at a monster BDSM party and other sexy trans fictions.",,James Scott,Article,2022-05-05,https://www.austinchronicle.com/columns/2022-05-06/qmmunity-glam-gore-and-more/,Austin Chronicle,,Games Y'all (May 2022),reclVy9dgHnqjAV0f,,Games Y'all (May 2022),207
Press:208,Fusebox Festival 2022: Shaboom! At the Museum of Human ,Fusebox Festival 2022: Shaboom! At the Museum of Human,,William Sarradet,Review,2022-05-09,https://glasstire.com/2022/05/09/fusebox-festival-2022-shaboom-at-the-museum-of-human-achievement/,Glasstire,checked,"The Museum of Human Achievement continues to present some of the most creative and fun-to-watch live theater in Texas. Enter Shaboom!, a performance trio, featuring Silky Shoemaker, Lex Vaughn, Paul Soileau. ",The Museum of Human Achievement continues to present some of the most creative and fun-to-watch live theater in Texas.,,Shaboom! (Fusebox),2022-05-09,recDeGvOiF6tbz2aE,Fusebox Festival 2022: Shaboom! At the Museum of Human ,Fusebox Festival 2022: Shaboom! At the Museum of Human,"The Museum of Human Achievement continues to present some of the most creative and fun-to-watch live theater in Texas. Enter Shaboom!, a performance trio, featuring Silky Shoemaker, Lex Vaughn, Paul Soileau. ",The Museum of Human Achievement continues to present some of the most creative and fun-to-watch live theater in Texas.,William Sarradet,Review,2022-05-08,https://glasstire.com/2022/05/09/fusebox-festival-2022-shaboom-at-the-museum-of-human-achievement/,Glasstire,,Shaboom! (Fusebox),recDeGvOiF6tbz2aE,1,Shaboom! (Fusebox),208
Press:209,"Qmmunity: Kings, Queens, and Other Things","Trans performers get the keys to the Kingdom on Fridays, plus Erica Nix enters the mayoral race",COLUMN,James Scott,Listing,2022-07-29,https://www.austinchronicle.com/columns/2022-07-29/qmmunity-kings-queens-and-other-things/,Austin Chronicle,,"Suds N Sluts Get yer car soaked and sudsy while raising funds for local sex workers, plus performances, raffle prizes, and a screening of Zola. Sat., July 30, 6-11pm. Museum of Human Achievement, Springdale & Lyons. instagram.com/sweet_atx.
",,,Suds n Sluts 2,2022-07-29,recWS2UluTcLcYlr0,"Qmmunity: Kings, Queens, and Other Things","Trans performers get the keys to the Kingdom on Fridays, plus Erica Nix enters the mayoral race","Suds N Sluts Get yer car soaked and sudsy while raising funds for local sex workers, plus performances, raffle prizes, and a screening of Zola. Sat., July 30, 6-11pm. Museum of Human Achievement, Springdale & Lyons. instagram.com/sweet_atx.
",,James Scott,Listing,2022-07-28,https://www.austinchronicle.com/columns/2022-07-29/qmmunity-kings-queens-and-other-things/,Austin Chronicle,,Suds n Sluts 2,recWS2UluTcLcYlr0,,Suds n Sluts 2,209
Press:210,Queer Indie Video Game Showcase Is a Gaymer's Delight,Local video game showcase Fantastic Arcade supports indie queer games,QMMUNITY POST,James Scott,Article,2022-11-11,https://www.austinchronicle.com/daily/qmmunity/2022-11-11/queer-indie-video-game-showcase-is-a-gaymers-delight/,Austin Chronicle,checked,"Local video game showcase Fantastic Arcade supports indie queer games.

Austin’s games industry scene has been on the rise since the 2010s, and included in that growth are local LGBTQ game developers whose work deserves eyes and controllers connecting to it. Digital Arts Coordinator Jay Roff-Garcia says that they’d like to see the local scene support queer game developers through increased integration in physical spaces around town. “An arcade cab can live anywhere!” they explain. “I would love to see them all over town and make playing/finding queer games that much more accessible.” Coby West, a Games Y’all board member (and, admittedly, a friend of this writer) adds that they’d like to specifically see these integrations happening at queer spaces. “This would both create a space for more queer art to be made,” they say, “and introduce more folks into the weird space that is indie games.”

",Local video game showcase Fantastic Arcade supports indie queer games.,,Games Y’all Queer Indie Games (November 2022),2022-11-11,reck9qB05MybBOrdL,Queer Indie Video Game Showcase Is a Gaymer's Delight,Local video game showcase Fantastic Arcade supports indie queer games,"Local video game showcase Fantastic Arcade supports indie queer games.

Austin’s games industry scene has been on the rise since the 2010s, and included in that growth are local LGBTQ game developers whose work deserves eyes and controllers connecting to it. Digital Arts Coordinator Jay Roff-Garcia says that they’d like to see the local scene support queer game developers through increased integration in physical spaces around town. “An arcade cab can live anywhere!” they explain. “I would love to see them all over town and make playing/finding queer games that much more accessible.” Coby West, a Games Y’all board member (and, admittedly, a friend of this writer) adds that they’d like to specifically see these integrations happening at queer spaces. “This would both create a space for more queer art to be made,” they say, “and introduce more folks into the weird space that is indie games.”

",Local video game showcase Fantastic Arcade supports indie queer games.,James Scott,Article,2022-11-10,https://www.austinchronicle.com/daily/qmmunity/2022-11-11/queer-indie-video-game-showcase-is-a-gaymers-delight/,Austin Chronicle,,Games Y’all Queer Indie Games (November 2022),reck9qB05MybBOrdL,1,Games Y’all Queer Indie Games (November 2022),210
Press:211,Qmmunity: Making Fetch Happen,Pet players take over Austin this weekend with several ruff and rowdy events,COLUMN,James Scott,Listing,2022-11-11,https://www.austinchronicle.com/columns/2022-11-11/qmmunity-making-fetch-happen/,Austin Chronicle,,"Queer Indie Games Showcase Part computer club, part homecoming, all gay: Games Y'all puts on a showcase of queer indie and experimental video games. Fri.-Sat., Nov. 12-13 & 19-20, noon-6pm. Museum of Human Achievement, Springdale & Lyons. Free; donations appreciated. gamesyall.com.
",,,Games Y’all Queer Indie Games (November 2022),2022-11-11,reck9qB05MybBOrdL,Qmmunity: Making Fetch Happen,Pet players take over Austin this weekend with several ruff and rowdy events,"Queer Indie Games Showcase Part computer club, part homecoming, all gay: Games Y'all puts on a showcase of queer indie and experimental video games. Fri.-Sat., Nov. 12-13 & 19-20, noon-6pm. Museum of Human Achievement, Springdale & Lyons. Free; donations appreciated. gamesyall.com.
",,James Scott,Listing,2022-11-10,https://www.austinchronicle.com/columns/2022-11-11/qmmunity-making-fetch-happen/,Austin Chronicle,,Games Y’all Queer Indie Games (November 2022),reck9qB05MybBOrdL,,Games Y’all Queer Indie Games (November 2022),211
Press:212,"Hyperreal Film Club runs the coolest movie night in Austin, TX",You might even get to pose with a sick ride at the Museum of Human Achievement when you see a “Fast and the Furious” flick at a pop-up drive-in ,,,Article,2022-12-08,https://www.statesman.com/story/entertainment/arts/2022/12/08/hyperreal-film-club-movies-austin-tx-schedule-tickets/69689844007/,Statesmen,,"You might even get to pose with a sick ride at the Museum of Human Achievement when you see a “Fast and the Furious” flick at a pop-up drive-in with a car photo booth. A car. Photo. Booth.
",,,,2022-12-08,,"Hyperreal Film Club runs the coolest movie night in Austin, TX",You might even get to pose with a sick ride at the Museum of Human Achievement when you see a “Fast and the Furious” flick at a pop-up drive-in ,"You might even get to pose with a sick ride at the Museum of Human Achievement when you see a “Fast and the Furious” flick at a pop-up drive-in with a car photo booth. A car. Photo. Booth.
",,,Article,2022-12-07,https://www.statesman.com/story/entertainment/arts/2022/12/08/hyperreal-film-club-movies-austin-tx-schedule-tickets/69689844007/,Statesmen,,,,,,212
Press:213,Studios & Dinner: an Interview with Jacqueline Overby ,Studios & Dinner: an Interview with Jacqueline Overby,,,Article,2022-12-16,https://glasstire.com/2022/12/16/studios-dinner-an-interview-with-jacqueline-overby/,Glasstire,checked,"JO: We saw that the San Marcos art scene is very separated from the areas around it, and there are not many art galleries or studio spaces. MotherShip aims to unify artists and provide affordable spaces for creatives to congregate and work. We looked at spaces in Austin like Pump Project, Bolm Studios, and The Museum of Human Achievement, and talked about how these kinds of artist spaces are needed in San Marcos. Personally, I wanted to provide a space I wished to have had when I was a student at Texas State.
","We looked at spaces in Austin like Pump Project, Bolm Studios, and The Museum of Human Achievement, and talked about how these kinds of artist spaces are needed in San Marcos. Personally, I wanted to provide a space I wished to have had when I was a student at Texas State.",,,2022-12-16,,Studios & Dinner: an Interview with Jacqueline Overby ,Studios & Dinner: an Interview with Jacqueline Overby,"JO: We saw that the San Marcos art scene is very separated from the areas around it, and there are not many art galleries or studio spaces. MotherShip aims to unify artists and provide affordable spaces for creatives to congregate and work. We looked at spaces in Austin like Pump Project, Bolm Studios, and The Museum of Human Achievement, and talked about how these kinds of artist spaces are needed in San Marcos. Personally, I wanted to provide a space I wished to have had when I was a student at Texas State.
","We looked at spaces in Austin like Pump Project, Bolm Studios, and The Museum of Human Achievement, and talked about how these kinds of artist spaces are needed in San Marcos. Personally, I wanted to provide a space I wished to have had when I was a student at Texas State.",,Article,2022-12-15,https://glasstire.com/2022/12/16/studios-dinner-an-interview-with-jacqueline-overby/,Glasstire,,,,1,,213
Press:214,Deep Fried Pizza & Times Square: Outtakes from 2022 ,Deep Fried Pizza & Times Square: Outtakes from 2022,,,Article,2022-12-23,https://glasstire.com/2022/12/23/deep-fried-pizza-times-square-outtakes-from-2022/,Glasstire,checked,"Andi Flores performed at the opening of Queer-ltura y Queerpo at the Latino Cultural Center in Dallas in June, bringing her absurdist performance to a North Texas audience. She wore a body-sized flesh suit in iridescent fabric, and vividly emoted to the song “What’s Up” by 4 Non Blondes while writhing on the floor. Flores continues to perform in Austin at locations such as the Museum of Human Achievement, but it was especially nice to see her perform for an art crowd in Dallas.
",,,,2022-12-23,,Deep Fried Pizza & Times Square: Outtakes from 2022 ,Deep Fried Pizza & Times Square: Outtakes from 2022,"Andi Flores performed at the opening of Queer-ltura y Queerpo at the Latino Cultural Center in Dallas in June, bringing her absurdist performance to a North Texas audience. She wore a body-sized flesh suit in iridescent fabric, and vividly emoted to the song “What’s Up” by 4 Non Blondes while writhing on the floor. Flores continues to perform in Austin at locations such as the Museum of Human Achievement, but it was especially nice to see her perform for an art crowd in Dallas.
",,,Article,2022-12-22,https://glasstire.com/2022/12/23/deep-fried-pizza-times-square-outtakes-from-2022/,Glasstire,,,,1,,214
Press:215,Y2K Exits Stage Left & Turito Enters the Scene,Local queer DJ puts out first and last EP under the Y2K name,QMMUNITY POST,James Scott,Article,2023-01-05,,Austin Chronicle,checked,"The EP is mostly produced by one of my main collaborators, Boy Sim, who helped me create the electro hyper pop sound of Y2K. The release features my single, World Destroyer Ft. BabiBoi—also a parody track we made titled, “Elon Musk”, that I created in 2021 [for] Museum Of Human Achievement’s Holiday Musical. The title track, Game Over, is produced by Åírös and features Turito, you can hear the sound of both projects in that song.
",,,,2023-01-05,,Y2K Exits Stage Left & Turito Enters the Scene,Local queer DJ puts out first and last EP under the Y2K name,"The EP is mostly produced by one of my main collaborators, Boy Sim, who helped me create the electro hyper pop sound of Y2K. The release features my single, World Destroyer Ft. BabiBoi—also a parody track we made titled, “Elon Musk”, that I created in 2021 [for] Museum Of Human Achievement’s Holiday Musical. The title track, Game Over, is produced by Åírös and features Turito, you can hear the sound of both projects in that song.
",,James Scott,Article,2023-01-04,,Austin Chronicle,,,,1,,215
